#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16919512","Закрыта","24.09.2021 12:14:35","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 12:14:35","нет","240","240","240","OBO","24.09.2021 16:14:53","240"
"TT16910163","Закрыта","23.09.2021 10:03:25","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 10:03:25","нет","1018","1018","1018","Technology TT","24.09.2021 3:01:48","1018"
"TT16859362","Закрыта","16.09.2021 13:27:29","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","01.10.2021 13:27:29","нет","11463","11463","11463","OBO","24.09.2021 12:30:12","11463"
"TT16916502","Закрыта","24.09.2021 3:20:25","Претензия","Проблема с SPR","Статус услуги «Временно блокирована»","28.09.2021 3:20:25","нет","174","174","174","OBO","24.09.2021 6:14:08","174"
"TT16911329","Закрыта","23.09.2021 11:44:10","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.01.2022 3:44:10","нет","917","917","917","Technology TT","24.09.2021 3:01:48","917"
"TT16915125","Закрыта","23.09.2021 18:24:45","Претензия","Передача данных","Нет соединения 4G","26.09.2021 18:24:45","нет","1136","116","108","OBO","24.09.2021 13:20:58","224"
"TT16915125","Закрыта","23.09.2021 18:24:45","Претензия","Передача данных","Нет соединения 4G","26.09.2021 18:24:45","нет","1136","912","912","Tech ROS","24.09.2021 11:32:32","912"
"TT16899791","Закрыта","21.09.2021 22:10:29","Претензия","Сеть","Поиск сети","24.09.2021 22:10:29","нет","4077","11","11","OBO","24.09.2021 18:07:21","11"
"TT16899791","Закрыта","21.09.2021 22:10:29","Претензия","Сеть","Поиск сети","24.09.2021 22:10:29","нет","4077","527","527","Tech MOS","22.09.2021 6:57:51","527"
"TT16899791","Закрыта","21.09.2021 22:10:29","Претензия","Сеть","Поиск сети","24.09.2021 22:10:29","нет","4077","3539","3539","Tech MOS SWS","24.09.2021 17:56:55","3539"
"TT16914341","Закрыта","23.09.2021 16:41:15","Претензия","Технологическая заявка","Длительные проблемы с сетью","23.09.2022 16:41:15","нет","620","620","620","Technology TT","24.09.2021 3:01:48","620"
"TT16918866","Закрыта","24.09.2021 11:12:30","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 11:12:30","нет","94","94","94","OBO","24.09.2021 12:46:20","94"
"TT16909431","Закрыта","23.09.2021 8:29:09","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","23.01.2022 0:29:09","нет","1112","1112","1112","Technology TT","24.09.2021 3:01:48","1112"
"TT16918409","Закрыта","24.09.2021 10:26:37","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 18:26:37","нет","54","54","54","OBO","24.09.2021 11:20:48","54"
"TT16912816","Закрыта","23.09.2021 14:00:29","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","23.01.2022 6:00:29","нет","781","781","781","Technology TT","24.09.2021 3:01:48","781"
"TT16916995","Закрыта","24.09.2021 7:10:55","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","29.09.2021 7:10:55","нет","99","99","99","OBO","24.09.2021 8:49:53","99"
"TT16859095","Закрыта","16.09.2021 12:58:07","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","01.10.2021 12:58:07","нет","11629","5928","5444","OBO","24.09.2021 14:47:45","11372"
"TT16859095","Закрыта","16.09.2021 12:58:07","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","01.10.2021 12:58:07","нет","11629","257","257","ФЗ-115","20.09.2021 11:59:43","257"
"TT16912526","Закрыта","23.09.2021 13:28:27","Претензия","Мобильные переводы и оплата","Деньги списались, но не поступили получателю","28.09.2021 13:28:27","нет","62","62","62","OBO","24.09.2021 8:13:10","62"
"TT16914822","Закрыта","23.09.2021 17:42:12","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","03.10.2021 17:42:12","нет","1500","1500","1500","OBO","24.09.2021 18:42:29","1500"
"TT16913778","Закрыта","23.09.2021 15:39:04","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 15:39:04","нет","1320","1320","1320","OBO","24.09.2021 13:39:06","1320"
"TT16909318","Закрыта","23.09.2021 8:10:36","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.01.2022 0:10:36","нет","1131","1131","1131","Technology TT","24.09.2021 3:01:48","1131"
"TT16922749","Закрыта","24.09.2021 17:41:52","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.09.2021 1:41:52","нет","16","16","16","OBO","24.09.2021 17:57:35","16"
"TT16916114","Закрыта","23.09.2021 22:32:02","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.01.2022 14:32:02","нет","269","269","269","Technology TT","24.09.2021 3:01:48","269"
"TT16917111","Закрыта","24.09.2021 7:34:44","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 19:34:44","нет","80","80","80","OBO","24.09.2021 11:33:53","80"
"TT16905689","Закрыта","22.09.2021 15:42:47","Претензия","Проблемы с платежами","Прочие терминалы","25.09.2021 15:42:47","нет","2508","2508","2508","OBO","24.09.2021 9:30:19","2508"
"TT16912524","Закрыта","23.09.2021 13:28:15","Претензия","MNP","Перезаведение портации","26.09.2021 13:28:15","нет","1059","1059","1059","OBO","24.09.2021 7:07:04","1059"
"TT16919578","Закрыта","24.09.2021 12:22:13","Администрирование","Администрирование B2C","Ошибочный наличный платёж","24.09.2021 20:22:13","нет","34","34","34","OBO","24.09.2021 12:56:12","34"
"TT16912456","Закрыта","23.09.2021 13:22:16","MVNO","Сеть (MVNO)","Поиск сети","26.09.2021 13:22:16","нет","1394","1220","1220","Tech MOS NWS","24.09.2021 10:02:34","1220"
"TT16912456","Закрыта","23.09.2021 13:22:16","MVNO","Сеть (MVNO)","Поиск сети","26.09.2021 13:22:16","нет","1394","20","12","OBO","24.09.2021 10:14:31","32"
"TT16912456","Закрыта","23.09.2021 13:22:16","MVNO","Сеть (MVNO)","Поиск сети","26.09.2021 13:22:16","нет","1394","142","142","Tinkoff L2 ","24.09.2021 12:36:57","142"
"TT16916198","Закрыта","23.09.2021 23:20:30","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 11:20:30","нет","556","556","556","OBO","24.09.2021 9:38:50","556"
"TT16917367","Закрыта","24.09.2021 8:19:02","Претензия","Контент","Абонент ничего не заказывал","26.09.2021 20:19:02","нет","63","63","63","OBO","24.09.2021 10:41:23","63"
"TT16911034","Закрыта","23.09.2021 11:16:41","Претензия","CCB","Жалоба на сотрудника телемаркетинга","24.09.2021 11:16:41","нет","945","945","945","Technology TT","24.09.2021 3:01:48","945"
"TT16914640","Закрыта","23.09.2021 17:16:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","25.09.2021 17:16:50","нет","1242","1242","1242","OBO","24.09.2021 13:58:31","1242"
