#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16896982","Закрыта","21.09.2021 15:08:15","Администрирование","Администрирование B2C","Корректировка РФА","23.09.2021 15:08:15","нет","60","60","60","OBO","21.09.2021 16:08:01","60"
"TT16896809","Закрыта","21.09.2021 14:50:35","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","01.10.2021 14:50:35","нет","179","179","179","BO MOS","21.09.2021 17:49:18","179"
"TT16890566","Закрыта","20.09.2021 20:58:10","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 12:58:10","нет","363","363","363","Technology TT","21.09.2021 3:01:30","363"
"TT16890805","Закрыта","20.09.2021 22:13:25","Администрирование","Администрирование B2B","Бизнес окружение","21.09.2021 10:13:25","нет","305","305","305","OBO","21.09.2021 3:18:14","305"
"TT16898692","Закрыта","21.09.2021 18:14:15","Администрирование","Администрирование B2C","Ошибочный наличный платёж","22.09.2021 2:14:15","нет","59","59","59","OBO","21.09.2021 19:13:35","59"
"TT16889281","Закрыта","20.09.2021 17:12:26","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","20.01.2022 9:12:26","нет","589","589","589","Technology TT","21.09.2021 3:01:30","589"
"TT16879225","Закрыта","19.09.2021 12:23:07","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 12:23:07","нет","2775","2775","2775","OBO","21.09.2021 10:38:05","2775"
"TT16898945","Закрыта","21.09.2021 18:51:29","Претензия","Сервисы","Проблема с короткими сервисными номерами","25.09.2021 18:51:29","нет","14","14","14","OBO","21.09.2021 19:05:50","14"
"TT16893612","Закрыта","21.09.2021 10:08:08","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","26.09.2021 10:08:08","нет","261","261","261","OBO","21.09.2021 14:29:55","261"
"TT16833092","Закрыта","13.09.2021 11:49:03","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","13.11.2021 11:49:03","нет","11565","1468","1083","OBO","21.09.2021 12:34:22","2551"
"TT16833092","Закрыта","13.09.2021 11:49:03","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","13.11.2021 11:49:03","нет","11565","9014","9014","Координатор OBO","20.09.2021 12:06:46","9014"
"TT16893282","Закрыта","21.09.2021 9:27:43","Претензия","Контент","Абонент ничего не заказывал","23.09.2021 21:27:43","нет","126","126","126","OBO","21.09.2021 13:10:36","126"
"TT16888640","Закрыта","20.09.2021 16:06:50","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","20.01.2022 8:06:50","нет","655","655","655","Technology TT","21.09.2021 3:01:30","655"
"TT16894376","Закрыта","21.09.2021 11:10:55","Администрирование","Администрирование B2C","Корректировка регистрационных данных","23.09.2021 11:10:55","нет","460","460","460","OBO","21.09.2021 18:50:09","460"
"TT16883680","Закрыта","20.09.2021 8:37:07","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 0:37:07","нет","1104","1104","1104","Technology TT","21.09.2021 3:01:30","1104"
"TT16869832","Закрыта","17.09.2021 18:15:49","Претензия","Интернет магазин","Жалоба на работу точки обслуживания ","20.09.2021 18:15:49","нет","5396","2577","2577","OBO","21.09.2021 12:11:29","2577"
"TT16869832","Закрыта","17.09.2021 18:15:49","Претензия","Интернет магазин","Жалоба на работу точки обслуживания ","20.09.2021 18:15:49","нет","5396","2819","2819","Интернет магазин МР ЮГ","19.09.2021 17:14:14","2819"
"TT16881543","Закрыта","19.09.2021 18:28:31","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 18:28:31","нет","2701","2701","2701","BO MOS","21.09.2021 15:29:32","2701"
"TT16890248","Закрыта","20.09.2021 19:36:02","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","20.01.2022 11:36:02","нет","445","445","445","Technology TT","21.09.2021 3:01:30","445"
"TT16895090","Закрыта","21.09.2021 12:10:04","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","26.09.2021 12:10:04","нет","37","37","37","OBO","21.09.2021 12:47:27","37"
"TT16891185","Закрыта","21.09.2021 2:26:24","Претензия","CCB","Обратная связь на работу оператора КЦ","26.09.2021 2:26:24","нет","633","633","633","Мониторинг","21.09.2021 12:59:12","633"
"TT16898005","Закрыта","21.09.2021 16:51:58","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","26.09.2021 16:51:58","нет","15","15","15","OBO","21.09.2021 17:06:46","15"
"TT16663900","Закрыта","23.08.2021 16:49:50","Претензия","В2В Личный кабинет","Проблема с отчетными документами","26.08.2021 16:49:50","нет","41425","1130","6","OBO","21.09.2021 11:14:30","1136"
"TT16663900","Закрыта","23.08.2021 16:49:50","Претензия","В2В Личный кабинет","Проблема с отчетными документами","26.08.2021 16:49:50","нет","41425","40289","40289","B2B Admin","20.09.2021 16:24:55","40289"
"TT16885035","Закрыта","20.09.2021 10:59:15","Претензия","Технологическая заявка","Низкая скорость передачи данных","20.01.2022 2:59:15","нет","962","962","962","Technology TT","21.09.2021 3:01:30","962"
"TT16894011","Закрыта","21.09.2021 10:45:16","Администрирование","Документация В2С","Копии документов для Tele2","24.09.2021 10:45:16","нет","52","52","52","OBO","21.09.2021 11:37:52","52"
"TT16880116","Закрыта","19.09.2021 14:24:28","Администрирование","Документация В2С","Копии документов для Tele2","22.09.2021 14:24:28","нет","2581","914","215","FO MOS","21.09.2021 9:15:21","1129"
"TT16880116","Закрыта","19.09.2021 14:24:28","Администрирование","Документация В2С","Копии документов для Tele2","22.09.2021 14:24:28","нет","2581","1322","1322","OBO","20.09.2021 12:26:13","1322"
"TT16880116","Закрыта","19.09.2021 14:24:28","Администрирование","Документация В2С","Копии документов для Tele2","22.09.2021 14:24:28","нет","2581","76","54","BO MOS","21.09.2021 10:09:10","130"
"TT16876398","Закрыта","18.09.2021 20:13:56","Претензия","CCB","Обратная связь на работу оператора КЦ","23.09.2021 20:13:56","нет","4551","4551","4551","Мониторинг","22.09.2021 0:04:59","4551"
"TT16832498","Закрыта","13.09.2021 11:00:00","Администрирование","Администрирование B2C","Перечисление на номер телефона","28.09.2021 11:00:00","нет","11696","11696","11696","BO MOS","21.09.2021 13:56:04","11696"
"TT16878191","Закрыта","19.09.2021 9:54:52","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 9:54:52","нет","2793","2793","2793","OBO","21.09.2021 8:27:53","2793"
"TT16896860","Закрыта","21.09.2021 14:54:56","Администрирование","Администрирование B2B","Бизнес окружение","22.09.2021 2:54:56","нет","37","37","37","OBO","21.09.2021 15:31:06","37"
"TT16888990","Закрыта","20.09.2021 16:42:46","Администрирование","Администрирование B2B","Создание нового лицевого счета","21.09.2021 16:42:46","нет","972","972","972","B2B Admin","21.09.2021 8:54:44","972"
