"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16252384","Закрыта","06.07.2021 9:33:18","Претензия","Тарификация","Местные вызовы","10.07.2021 9:33:18","нет","31907","OBO","371","2"
"TT16252384","Закрыта","06.07.2021 9:33:18","Претензия","Тарификация","Местные вызовы","10.07.2021 9:33:18","нет","31907","Central Product B2B","31536","1"
"TT16254966","Закрыта","06.07.2021 13:20:49","Претензия","Претензии к дилеру","Некорректная информация","13.07.2021 13:20:49","да","11840","Group_mnp","1572","1"
"TT16254966","Закрыта","06.07.2021 13:20:49","Претензия","Претензии к дилеру","Некорректная информация","13.07.2021 13:20:49","да","11840","OBO","10268","2"
"TT16254966","Закрыта","06.07.2021 13:20:49","Претензия","Претензии к дилеру","Некорректная информация","13.07.2021 13:20:49","да","11840","MNP Экспертная линия","0","1"
"TT16255551","Закрыта","06.07.2021 14:13:42","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","30.07.2021 14:13:42","нет","30536","Corp KEM","7407","2"
"TT16255551","Закрыта","06.07.2021 14:13:42","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","30.07.2021 14:13:42","нет","30536","CKBO B2B","23129","3"
"TT16256039","Закрыта","06.07.2021 14:50:38","Претензия","Контент","Абонент ничего не заказывал","09.07.2021 2:50:38","да","1391","OBO","1391","1"
"TT16256362","Закрыта","06.07.2021 15:22:02","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","30.07.2021 15:22:02","нет","31665","CKBO B2B","31665","1"
"TT16260155","Закрыта","07.07.2021 6:29:02","Претензия","Сеть","Поиск сети","24.07.2021 6:29:02","да","30342","Tech CHE","2016","2"
"TT16260155","Закрыта","07.07.2021 6:29:02","Претензия","Сеть","Поиск сети","24.07.2021 6:29:02","да","30342","OBO","28326","2"
"TT16260543","Закрыта","07.07.2021 8:03:28","Администрирование","Администрирование B2C","Корректировка РФА","09.07.2021 8:03:28","да","18235","OBO","2887","2"
"TT16260543","Закрыта","07.07.2021 8:03:28","Администрирование","Администрирование B2C","Корректировка РФА","09.07.2021 8:03:28","да","18235","BO IRK","15348","1"
"TT16260798","Закрыта","07.07.2021 8:43:59","Претензия","Сервисы","Ошибка заявок","10.07.2021 8:43:59","нет","30695","Central Product B2B","27341","1"
"TT16260798","Закрыта","07.07.2021 8:43:59","Претензия","Сервисы","Ошибка заявок","10.07.2021 8:43:59","нет","30695","Billing Support","19","1"
"TT16260798","Закрыта","07.07.2021 8:43:59","Претензия","Сервисы","Ошибка заявок","10.07.2021 8:43:59","нет","30695","OBO","3335","3"
"TT16262894","Закрыта","07.07.2021 11:58:00","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","10.07.2021 11:58:00","нет","30162","Tech MOS","65","2"
"TT16262894","Закрыта","07.07.2021 11:58:00","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","10.07.2021 11:58:00","нет","30162","WEB Support","17718","5"
"TT16262894","Закрыта","07.07.2021 11:58:00","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","10.07.2021 11:58:00","нет","30162","OBO","5386","6"
"TT16262894","Закрыта","07.07.2021 11:58:00","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","10.07.2021 11:58:00","нет","30162","Billing Support","5837","2"
"TT16262894","Закрыта","07.07.2021 11:58:00","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","10.07.2021 11:58:00","нет","30162","ESB Support","1156","3"
"TT16264014","Закрыта","07.07.2021 13:32:27","Претензия","Телефония","Не поступают входящие вызовы","24.07.2021 13:32:27","нет","30152","OBO","26383","3"
"TT16264014","Закрыта","07.07.2021 13:32:27","Претензия","Телефония","Не поступают входящие вызовы","24.07.2021 13:32:27","нет","30152","Tech NIN","3769","3"
"TT16264570","Закрыта","07.07.2021 14:20:54","Претензия","Письменная претензия","Ответ на письменную претензию","06.08.2021 14:20:54","нет","30371","OBO","1","1"
"TT16264570","Закрыта","07.07.2021 14:20:54","Претензия","Письменная претензия","Ответ на письменную претензию","06.08.2021 14:20:54","нет","30371","BO MOS","30370","1"
"TT16266539","Закрыта","07.07.2021 17:48:00","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","22.07.2021 17:48:00","нет","30297","OBO","30297","1"
"TT16266585","Закрыта","07.07.2021 17:54:38","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.08.2021 17:54:38","нет","30299","OBO","30299","1"
"TT16266619","Закрыта","07.07.2021 17:59:29","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","22.07.2021 17:59:29","нет","30304","OBO","30304","1"
"TT16266675","Закрыта","07.07.2021 18:06:57","Администрирование","Администрирование B2C","Возврат денежных средств","02.08.2021 18:06:57","нет","30307","OBO","30307","1"
"TT16267202","Закрыта","07.07.2021 19:24:42","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","02.08.2021 19:24:42","нет","30238","OBO","30238","1"
"TT16267656","Закрыта","07.07.2021 20:52:01","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","02.08.2021 20:52:01","нет","30182","OBO","30182","1"
"TT16267983","Закрыта","07.07.2021 22:27:23","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","02.08.2021 22:27:23","нет","30064","OBO","30064","1"
"TT16269028","Закрыта","08.07.2021 5:45:55","Администрирование","Администрирование B2C","Возврат денежных средств","03.08.2021 5:45:55","нет","29661","OBO","29661","1"
"TT16269635","Закрыта","08.07.2021 8:19:59","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","07.09.2021 8:19:59","нет","15060","OBO","15060","1"
"TT16269725","Закрыта","08.07.2021 8:34:12","Администрирование","Администрирование B2C","Перечисление на номер телефона","23.07.2021 8:34:12","да","20965","OBO","20965","1"
"TT16270446","Закрыта","08.07.2021 10:01:58","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 10:01:58","нет","29432","OBO","29432","1"
"TT16270528","Закрыта","08.07.2021 10:11:06","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","06.08.2021 10:11:06","нет","29413","OBO","29413","1"
"TT16270649","Закрыта","08.07.2021 10:20:49","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 10:20:49","нет","29421","OBO","29421","1"
"TT16270672","Закрыта","08.07.2021 10:22:42","Претензия","Письменная претензия","Ответ на письменную претензию","07.08.2021 10:22:42","нет","19304","OBO","19304","1"
"TT16270762","Закрыта","08.07.2021 10:31:42","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","06.08.2021 10:31:42","нет","29419","OBO","29419","1"
"TT16271821","Закрыта","08.07.2021 12:07:21","Претензия","Сеть","Поиск сети","22.07.2021 12:07:21","нет","29021","NOC","27","1"
"TT16271821","Закрыта","08.07.2021 12:07:21","Претензия","Сеть","Поиск сети","22.07.2021 12:07:21","нет","29021","OBO","28992","2"
"TT16271821","Закрыта","08.07.2021 12:07:21","Претензия","Сеть","Поиск сети","22.07.2021 12:07:21","нет","29021","Tech NIN","2","2"
"TT16271872","Закрыта","08.07.2021 12:13:26","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","06.08.2021 12:13:26","нет","29326","OBO","29326","1"
"TT16272047","Закрыта","08.07.2021 12:30:24","Претензия","Претензии к дилеру","Некорректная информация","15.07.2021 12:30:24","нет","28887","OBO","28887","1"
"TT16272230","Закрыта","08.07.2021 12:43:02","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 12:43:02","нет","29327","OBO","29327","1"
"TT16272477","Закрыта","08.07.2021 12:59:51","MVNO","Сеть (MVNO)","Поиск сети","11.07.2021 12:59:51","нет","28448","Tech MOS CNT","1","1"
"TT16272477","Закрыта","08.07.2021 12:59:51","MVNO","Сеть (MVNO)","Поиск сети","11.07.2021 12:59:51","нет","28448","OBO","176","2"
"TT16272477","Закрыта","08.07.2021 12:59:51","MVNO","Сеть (MVNO)","Поиск сети","11.07.2021 12:59:51","нет","28448","RT L2","28271","1"
"TT16272552","Закрыта","08.07.2021 13:06:54","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","06.08.2021 13:06:54","нет","29330","OBO","29330","1"
"TT16274090","Закрыта","08.07.2021 15:40:21","Администрирование","Документация В2С","Копии документов для Tele2","11.07.2021 15:40:21","нет","28329","OBO","28329","1"
"TT16275564","Закрыта","08.07.2021 18:27:19","Администрирование","Коллектор","Коллектор звонит абоненту после погашения долга ","08.07.2021 18:27:19","нет","20877","OBO","20877","1"
"TT16277646","Закрыта","09.07.2021 2:40:24","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","12.07.2021 2:40:24","нет","28019","OBO","445","2"
"TT16277646","Закрыта","09.07.2021 2:40:24","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","12.07.2021 2:40:24","нет","28019","WEB Support","18763","2"
"TT16277646","Закрыта","09.07.2021 2:40:24","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","12.07.2021 2:40:24","нет","28019","VAS Customer Services","8810","1"
"TT16277646","Закрыта","09.07.2021 2:40:24","Претензия","В2В Личный кабинет","Проблемы с администрированием номеров","12.07.2021 2:40:24","нет","28019","ESB Support","1","1"
"TT16277824","Закрыта","09.07.2021 4:13:46","Претензия","Фиксированная телефония","Сервис не работает","23.07.2021 4:13:46","нет","27607","OBO","27600","1"
"TT16277824","Закрыта","09.07.2021 4:13:46","Претензия","Фиксированная телефония","Сервис не работает","23.07.2021 4:13:46","нет","27607","Corp IRK","0","1"
"TT16277824","Закрыта","09.07.2021 4:13:46","Претензия","Фиксированная телефония","Сервис не работает","23.07.2021 4:13:46","нет","27607","Tech IRK","7","1"
"TT16281962","Закрыта","09.07.2021 10:57:30","Претензия","Письменная претензия","Ответ на письменную претензию","08.08.2021 10:57:30","нет","19977","OBO","19977","1"
"TT16282239","Закрыта","09.07.2021 11:08:37","Претензия","Письменная претензия","Ответ на письменную претензию","08.08.2021 11:08:37","нет","28696","OBO","28696","1"
"TT16285769","Закрыта","09.07.2021 14:55:01","Претензия","Тарификация","Проблемы со списанием АП","13.07.2021 14:55:01","нет","27459","Central Product B2B","27026","1"
"TT16285769","Закрыта","09.07.2021 14:55:01","Претензия","Тарификация","Проблемы со списанием АП","13.07.2021 14:55:01","нет","27459","OBO","433","2"
"TT16286614","Закрыта","09.07.2021 16:18:52","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","24.07.2021 16:18:52","да","21958","OBO","21958","1"
"TT16286621","Закрыта","09.07.2021 16:20:08","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","26.07.2021 16:20:08","нет","5716","Corp VOL","1557","3"
"TT16286621","Закрыта","09.07.2021 16:20:08","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","26.07.2021 16:20:08","нет","5716","CKBO B2B","4159","4"
"TT16286744","Закрыта","09.07.2021 16:31:58","Претензия","Письменная претензия","Ответ на письменную претензию","08.08.2021 16:31:58","нет","27406","OBO","1","1"
"TT16286744","Закрыта","09.07.2021 16:31:58","Претензия","Письменная претензия","Ответ на письменную претензию","08.08.2021 16:31:58","нет","27406","BO MOS","27405","1"
"TT16287628","Закрыта","09.07.2021 18:33:10","Претензия","Сеть","Поиск сети","23.07.2021 18:33:10","да","26838","Tech LIP","24020","2"
"TT16287628","Закрыта","09.07.2021 18:33:10","Претензия","Сеть","Поиск сети","23.07.2021 18:33:10","да","26838","OBO","2818","2"
"TT16287992","Закрыта","09.07.2021 19:30:25","Претензия","Письменная претензия","Ответ на письменную претензию","08.08.2021 19:30:25","нет","10843","OBO","10843","1"
"TT16288055","Закрыта","09.07.2021 19:38:35","Претензия","Сеть","Поиск сети","23.07.2021 19:38:35","да","26926","OBO","4759","2"
"TT16288055","Закрыта","09.07.2021 19:38:35","Претензия","Сеть","Поиск сети","23.07.2021 19:38:35","да","26926","Tech LIP","22167","2"
"TT16288821","Закрыта","09.07.2021 22:12:29","Претензия","Сеть","Поиск сети","23.07.2021 22:12:29","да","26625","OBO","2772","2"
"TT16288821","Закрыта","09.07.2021 22:12:29","Претензия","Сеть","Поиск сети","23.07.2021 22:12:29","да","26625","Tech LIP","23853","2"
"TT16291639","Закрыта","10.07.2021 11:50:39","Претензия","Телефония","Не поступают входящие вызовы","24.07.2021 11:50:39","нет","26041","OBO","22981","3"
"TT16291639","Закрыта","10.07.2021 11:50:39","Претензия","Телефония","Не поступают входящие вызовы","24.07.2021 11:50:39","нет","26041","Tech NIN","3060","3"
"TT16296338","Закрыта","11.07.2021 7:59:18","Претензия","Телефония","Обрыв звонка","28.07.2021 7:59:18","нет","24546","Tech ROS","3829","1"
"TT16296338","Закрыта","11.07.2021 7:59:18","Претензия","Телефония","Обрыв звонка","28.07.2021 7:59:18","нет","24546","OBO","20717","1"
"TT16296765","Закрыта","11.07.2021 9:35:11","Претензия","Претензии к дилеру","Отсутствие заявки по жалобе абонента","18.07.2021 9:35:11","нет","12484","OBO","12484","1"
"TT16296992","Закрыта","11.07.2021 10:14:19","Претензия","Сервисы","Переадресация вызова","29.07.2021 10:14:19","нет","24711","OBO","24681","4"
"TT16296992","Закрыта","11.07.2021 10:14:19","Претензия","Сервисы","Переадресация вызова","29.07.2021 10:14:19","нет","24711","Tech BRY","30","2"
"TT16296992","Закрыта","11.07.2021 10:14:19","Претензия","Сервисы","Переадресация вызова","29.07.2021 10:14:19","нет","24711","Tech NSK","0","1"
"TT16298176","Закрыта","11.07.2021 12:40:58","Администрирование","Администрирование B2C","Непричастность к Договору","10.08.2021 12:40:58","нет","24624","OBO","24620","2"
"TT16298176","Закрыта","11.07.2021 12:40:58","Администрирование","Администрирование B2C","Непричастность к Договору","10.08.2021 12:40:58","нет","24624","BO PRM","4","1"
"TT16298397","Закрыта","11.07.2021 13:07:36","Претензия","Телефония","Не поступают входящие вызовы","25.07.2021 13:07:36","да","24220","OBO","16621","3"
"TT16298397","Закрыта","11.07.2021 13:07:36","Претензия","Телефония","Не поступают входящие вызовы","25.07.2021 13:07:36","да","24220","Tech KEM","7599","3"
"TT16298528","Закрыта","11.07.2021 13:23:49","Претензия","VoLTE","Не поступают входящие вызовы","25.07.2021 13:23:49","нет","24426","OBO","24203","2"
"TT16298528","Закрыта","11.07.2021 13:23:49","Претензия","VoLTE","Не поступают входящие вызовы","25.07.2021 13:23:49","нет","24426","Tech NIN","223","1"
"TT16300455","Закрыта","11.07.2021 18:54:46","Претензия","Телефония","Не поступают входящие вызовы","28.07.2021 18:54:46","нет","24018","OBO","24013","1"
"TT16300455","Закрыта","11.07.2021 18:54:46","Претензия","Телефония","Не поступают входящие вызовы","28.07.2021 18:54:46","нет","24018","Tech SPB","5","1"
"TT16300968","Закрыта","11.07.2021 21:12:51","Претензия","Сеть","Поиск сети","28.07.2021 21:12:51","нет","24029","OBO","23738","3"
"TT16300968","Закрыта","11.07.2021 21:12:51","Претензия","Сеть","Поиск сети","28.07.2021 21:12:51","нет","24029","Tech ROS","291","3"
"TT16304898","Закрыта","12.07.2021 11:55:27","Претензия","Корпоративная АТС","Прочее","29.07.2021 11:55:27","нет","19153","OBO","17239","3"
"TT16304898","Закрыта","12.07.2021 11:55:27","Претензия","Корпоративная АТС","Прочее","29.07.2021 11:55:27","нет","19153","Tech SPB","1914","2"
"TT16305526","Закрыта","12.07.2021 12:37:35","MVNO","Сеть (MVNO)","Поиск сети","26.07.2021 12:37:35","нет","23283","OBO","15722","4"
"TT16305526","Закрыта","12.07.2021 12:37:35","MVNO","Сеть (MVNO)","Поиск сети","26.07.2021 12:37:35","нет","23283","Tech KYA-ETK","852","1"
"TT16305526","Закрыта","12.07.2021 12:37:35","MVNO","Сеть (MVNO)","Поиск сети","26.07.2021 12:37:35","нет","23283","Tech KHA-TYV","2160","1"
"TT16305526","Закрыта","12.07.2021 12:37:35","MVNO","Сеть (MVNO)","Поиск сети","26.07.2021 12:37:35","нет","23283","RT L2","4549","2"
"TT16305705","Закрыта","12.07.2021 12:52:26","Претензия","Телефония","Исходящие МГ/МН вызовы","29.07.2021 12:52:26","нет","23026","OBO","23011","1"
"TT16305705","Закрыта","12.07.2021 12:52:26","Претензия","Телефония","Исходящие МГ/МН вызовы","29.07.2021 12:52:26","нет","23026","Tech SPB","15","1"
"TT16306159","Закрыта","12.07.2021 13:37:30","Претензия","Контент","Геопоиск","15.07.2021 1:37:30","нет","1147","OBO","1147","1"
"TT16306265","Закрыта","12.07.2021 13:48:21","Претензия","Письменная претензия","Ответ на письменную претензию","22.08.2021 13:48:21","нет","24282","Tech NIN","8530","1"
"TT16306265","Закрыта","12.07.2021 13:48:21","Претензия","Письменная претензия","Ответ на письменную претензию","22.08.2021 13:48:21","нет","24282","OBO","15752","2"
"TT16306363","Закрыта","12.07.2021 13:56:45","Администрирование","Администрирование B2C","Непричастность к Договору","11.08.2021 13:56:45","нет","23206","OBO","23206","1"
